Degraded,MOS_pred
robin-20070212-vf2_vf2-31_delay_100_jitter_10_plr_1_opus.png,3.090554
jaiger-11052006_cc031_delay_50_jitter_1_plr_3_opus.png,4.0258613
anonymous-20101125-xog_b0320_delay_50_jitter_10_plr_3_opus.png,3.6162903
anonymous-20081109-jmd_a0494_delay_50_jitter_1_plr_1_opus.png,3.477789
robin-20070224-vf4_vf04-26_delay_100_jitter_1_plr_1_evs.png,3.854383
trimbak-20100315-icl_a0397_delay_50_jitter_10_plr_1_evs.png,4.333828
anonymous-20100821-qnd_b0055_delay_300_jitter_10_plr_5_opus.png,3.9518878
test-20100811-jxh_a0078_delay_50_jitter_1_plr_5_opus.png,3.87727
ralfherzog-20071126-en24_en24-20_delay_50_jitter_10_plr_3_opus.png,3.695896
anonymous-20120602-lbi_b0380_delay_100_jitter_10_plr_1_evs.png,2.8697147
soulphox-20100126-sdv_b0050_delay_50_jitter_5_plr_3_evs.png,3.0290065
bhart-20100106-rfx_a0404_delay_100_jitter_5_plr_1_opus.png,3.1013577
anonymous-20081108-mph_a0224_delay_50_jitter_1_plr_5_evs.png,3.6921675
anonymous-20071115-yzs_b0418_delay_300_jitter_5_plr_3_evs.png,3.6500895
mfread-10112006-3_rp023_delay_100_jitter_1_plr_3_evs.png,3.2213206
catchercradle-20130202-dxw_a0373_delay_100_jitter_1_plr_1_evs.png,3.8073127
anonymous-20100602-lnl_b0436_delay_50_jitter_10_plr_3_evs.png,3.7402017
pcsnpny-20150204-dxd_b0067_delay_300_jitter_1_plr_3_opus.png,3.5752668
jaiger-12032006-3_vf3-28_delay_100_jitter_1_plr_1_opus.png,3.6378922
anonymous-20100125-rky_b0276_delay_300_jitter_1_plr_5_opus.png,4.0962205
JD-20100612-ass_b0533_delay_100_jitter_1_plr_1_evs.png,3.6946971
rortiz-20100203-vhy_b0333_delay_50_jitter_5_plr_3_opus.png,4.027004
unbridledrage-20090106-clj_b0173_delay_300_jitter_5_plr_3_evs.png,4.3003535
anonymous-20160427-hue_e0568_delay_100_jitter_10_plr_5_evs.png,4.088879
cyteen-20130524-uwv_b0170_delay_300_jitter_1_plr_5_evs.png,4.0464616
jaiger-vf16-20070214_vf16-18_delay_50_jitter_10_plr_1_evs.png,3.7335787
anonymous-20130426-tqu_a0008_delay_50_jitter_1_plr_1_evs.png,4.0675263
anonymous-20090530-wtm_a0330_delay_300_jitter_10_plr_3_evs.png,3.899286
anonymous-20090608-hus_rp-15_delay_50_jitter_10_plr_1_evs.png,3.9344985
anonymous-20101117-yrd_b0203_delay_300_jitter_5_plr_1_evs.png,3.3565648
ralfherzog-20071214-en38_en38-50_delay_300_jitter_1_plr_3_opus.png,3.0311685
anonymous-20091009-jnj_a0478_delay_50_jitter_1_plr_5_opus.png,3.5473921
anonymous-20080426-gcs_b0100_delay_50_jitter_5_plr_3_evs.png,3.6163452
anonymous-20110926-qeo_b0179_delay_50_jitter_1_plr_1_opus.png,3.72831
sponsellerfd-20100909-lmk_a0258_delay_50_jitter_5_plr_5_opus.png,3.835514
kendallykay-20110524-qyf_a0477_delay_50_jitter_5_plr_5_opus.png,3.4293587
majiq-20090812-ktk_b0222_delay_50_jitter_10_plr_3_opus.png,2.877465
unknow-20090722-qcs_b0411_delay_50_jitter_5_plr_3_evs.png,3.7762153
ralfherzog-20071118-en17_en17-03_delay_100_jitter_10_plr_3_opus.png,3.9276242
crxssi-10112006_rp030_delay_300_jitter_5_plr_5_opus.png,3.803398
FrozenFire-20080827-qpg_a0517_delay_50_jitter_5_plr_5_opus.png,4.1534696
Tecwolf-20081028-ssg_b0251_delay_300_jitter_10_plr_5_opus.png,3.3446488
anonymous-20120603-fbx_b0416_delay_100_jitter_10_plr_1_opus.png,3.930443
ralfherzog-20070903-en2_en2-104_delay_300_jitter_5_plr_1_evs.png,3.21423
FrozenFire-20080827-juh_b0345_delay_300_jitter_10_plr_1_opus.png,2.8183157
anonymous-20100710-tmn_b0389_delay_50_jitter_10_plr_3_evs.png,3.6235845
mahasamoot-20070719-ar_ar-12_delay_100_jitter_10_plr_1_evs.png,4.2984376
scottlacysalley-20080825-jce_b0045_delay_100_jitter_10_plr_3_opus.png,3.8998477
JayCutlersBrother-20080919-rih_b0258_delay_50_jitter_10_plr_1_opus.png,3.1485322
anonymous-20100728-wrt_b0336_delay_100_jitter_10_plr_1_opus.png,3.2826347
k-20090204-tyq_b0152_delay_50_jitter_5_plr_3_evs.png,3.831626
robin-20070310-vf13_vf13-03_delay_100_jitter_1_plr_1_opus.png,4.1103296
anonymous-20131113-hvx_a0213_delay_100_jitter_10_plr_1_opus.png,3.5629327
anonymous-20120703-uio_b0444_delay_50_jitter_10_plr_1_evs.png,4.010791
farmerjack-20080917-ejj_a0399_delay_100_jitter_10_plr_1_opus.png,3.7957902
safi-20071118-swr_b0225_delay_300_jitter_5_plr_1_evs.png,4.2780433
jkramlich-20100305-ahn_a0541_delay_300_jitter_5_plr_5_opus.png,2.937485
unbridledrage-20090106-mqp_a0411_delay_300_jitter_1_plr_3_opus.png,3.450845
MSypkensSmit-20080803-rlf_a0270_delay_50_jitter_10_plr_3_opus.png,3.9634595
anonymous-20100821-fec_a0296_delay_50_jitter_1_plr_5_evs.png,3.21886
tomhannen-20080409_ar-20_delay_300_jitter_10_plr_5_opus.png,3.3908482
pritam-20130627-req_b0437_delay_50_jitter_5_plr_1_evs.png,3.3351166
anonymous-20130524-dbd_b0001_delay_50_jitter_1_plr_5_evs.png,3.2835457
anonymous-20090820-hhh_b0296_delay_300_jitter_1_plr_1_opus.png,3.5582895
royerfa-20080309_vf10-9_delay_100_jitter_1_plr_3_evs.png,3.5499275
DebjitBiswas-20100207-fvv_a0122_delay_50_jitter_10_plr_5_opus.png,4.066201
anonymous-20090917-aiu_b0029_delay_50_jitter_1_plr_5_opus.png,2.7527666
ralfherzog-20071217-en41_en41-64_delay_50_jitter_10_plr_1_opus.png,2.7698197
bhart-20100108-dsa_a0562_delay_50_jitter_1_plr_1_opus.png,3.8728118
Dave-20110728-krm_a0362_delay_100_jitter_1_plr_1_evs.png,3.9094126
ralfherzog-20080203-en49_en49-71_delay_300_jitter_5_plr_3_evs.png,3.9712427
james_h-20100808-xbb_a0019_delay_100_jitter_5_plr_1_opus.png,2.9035554
mrteye-20130906-wdn_a0384_delay_50_jitter_1_plr_5_evs.png,3.2255676
rortiz-20090504_rp-10_delay_100_jitter_5_plr_3_evs.png,3.9706066
ralfherzog-20071001-en10_en10-041_delay_50_jitter_5_plr_1_evs.png,2.9365249
anonymous-20071115-drs_a0497_delay_100_jitter_1_plr_3_opus.png,3.373723
anonymous-20101021-hfr_b0394_delay_300_jitter_5_plr_3_evs.png,4.215401
tb-20110210-qry_a0348_delay_300_jitter_10_plr_3_evs.png,3.0410466
bjb-20120218_vf1-39_delay_300_jitter_5_plr_1_opus.png,4.219201
EFLwithErika-20120719-doe_rb-07_delay_100_jitter_1_plr_3_opus.png,3.482687
kmaclean-06152006_sample22_delay_100_jitter_1_plr_3_evs.png,3.286346
anonymous-20110303-hzs_b0328_delay_100_jitter_10_plr_3_evs.png,3.9729044
anonymous-20120704-jbj_a0281_delay_100_jitter_1_plr_3_evs.png,3.2138448
camdixon-20141207-twf_a0450_delay_100_jitter_5_plr_1_evs.png,3.8755517
anonymous-20081217-gef_b0200_delay_100_jitter_5_plr_3_evs.png,3.7590091
PraveenAP-20101021-aho_a0448_delay_300_jitter_1_plr_1_evs.png,4.157436
anonymous-20121022-dnj_a0387_delay_300_jitter_5_plr_5_evs.png,3.3225844
kmaclean-20080113-dgb_b0248_delay_300_jitter_5_plr_1_evs.png,2.9817164
anonymous-20100311-bcx_b0320_delay_50_jitter_1_plr_5_opus.png,3.0452769
sarah-20140107-uoq_b0158_delay_300_jitter_10_plr_5_evs.png,3.601894
akiplaner-20091214-woc_b0472_delay_300_jitter_1_plr_1_opus.png,2.4715521
ralfherzog-20071126-en22_en22-38_delay_100_jitter_10_plr_5_evs.png,4.019073
anonymous-20090505-bsq_a0280_delay_300_jitter_1_plr_5_opus.png,3.8072877
anonymous-20100821-ftu_a0568_delay_300_jitter_10_plr_5_evs.png,3.6569283
robin-20070326-vf14_vf14-40_delay_50_jitter_5_plr_5_evs.png,3.0855052
mertyildiran-20150422-pwp_a0348_delay_100_jitter_1_plr_5_evs.png,3.5780323
jkramlich-20100305-tmv_b0136_delay_300_jitter_10_plr_1_evs.png,3.5082834
pcsnpny-20150204-eml_b0195_delay_100_jitter_1_plr_3_evs.png,4.1458483
anonymous-20090917-zsc_b0364_delay_300_jitter_5_plr_5_evs.png,3.9977458
jbaldus-20160216-lop_e0142_delay_100_jitter_1_plr_3_opus.png,3.70644
anonymous-20100106-myn_b0494_delay_100_jitter_5_plr_5_evs.png,2.973775
anonymous-20090121-ubx_a0133_delay_100_jitter_1_plr_3_evs.png,3.5621922
rusty-10132006_rp027_delay_50_jitter_1_plr_5_opus.png,3.484196
robin-20070217-vf3_vf3-19_delay_100_jitter_10_plr_3_evs.png,4.2932873
anonymous-20151224-aej_b0468_delay_300_jitter_10_plr_3_opus.png,2.8314533
mahasamoot-20070719-ar_ar-20_delay_300_jitter_5_plr_5_evs.png,4.079007
mitch-20130404-nxw_a0065_delay_300_jitter_1_plr_5_opus.png,3.4751606
polerizer-20091226-cxd_a0279_delay_300_jitter_5_plr_5_opus.png,3.8318553
ralfherzog-20071208-en33_en33-71_delay_50_jitter_5_plr_3_evs.png,3.2305303
ParthC-20141124-mpz_b0308_delay_100_jitter_5_plr_1_evs.png,4.070786
anonymous-20111219-vuv_b0031_delay_100_jitter_5_plr_5_evs.png,3.910224
anonymous-20081014-kvt_a0276_delay_300_jitter_1_plr_3_evs.png,4.1992183
mcmurray02-20090312-lje_b0188_delay_300_jitter_5_plr_1_opus.png,3.3385503
anonymous-20131221-xck_rb-01_delay_100_jitter_1_plr_5_evs.png,3.0258896
rortiz-20100203-oxw_b0295_delay_100_jitter_10_plr_5_evs.png,3.3711739
ralfherzog-20071218-en42_en42-29_delay_100_jitter_10_plr_3_opus.png,3.2563498
anonymous-20120820-pbw_rp-01_delay_50_jitter_1_plr_5_opus.png,2.8059566
frankster-20170507-txe_en-0635_delay_300_jitter_5_plr_3_opus.png,3.7490344
anonymous-20110320-kvz_b0519_delay_50_jitter_5_plr_5_opus.png,3.0778897
anonymous-20081213-xhi_a0440_delay_50_jitter_5_plr_5_opus.png,3.8919818
akp-20150308-bxm_a0019_delay_300_jitter_1_plr_1_evs.png,2.9378576
ralfherzog-20071214-en38_en38-27_delay_300_jitter_5_plr_5_evs.png,3.9263194
anonymous-20090624-reh_b0493_delay_100_jitter_5_plr_5_evs.png,3.8635893
zlp-20100110-gyn_b0229_delay_300_jitter_1_plr_3_evs.png,3.1722615
PraveenAP-20101021-aho_a0440_delay_100_jitter_1_plr_5_evs.png,3.60861
sfauzia-20100731-nyj_b0104_delay_100_jitter_1_plr_5_opus.png,3.7516577
anonymous-20100119-mmo_a0337_delay_100_jitter_1_plr_1_evs.png,3.94217
richard-20090820-nfp_b0321_delay_300_jitter_5_plr_3_opus.png,3.0454636
dturing-20080602-ixr_a0423_delay_100_jitter_1_plr_1_evs.png,4.1086955
unbridledrage-20090106-clj_b0179_delay_50_jitter_1_plr_3_opus.png,3.467043
anonymous-20121125-jdk_a0261_delay_100_jitter_1_plr_3_opus.png,3.4151602
