,Degraded,MOS_CNN,MOS_polqa,MOS_P563,MOS_PESQ,CNNerr,PESQerr,P563err,CNNacc,PESQacc,P563acc
16,anonymous-20080904-qzg_a0007_delay_300_jitter_10_plr_1_opus,3.1090736,2.43,1.3846209999999999,1.984,0.6790736389160155,0.4460000000000002,1.0453790000000003,88.54850524593566,92.47892074198988,82.37134907251264
17,anonymous-20120202-wod_b0271_delay_50_jitter_5_plr_3_evs,3.5019226,3.79,4.295296,3.3369999999999997,0.28807739257812504,0.4530000000000003,0.5052959999999995,96.0483210894633,93.78600823045267,93.06864197530865
18,ramgarden-20130503-wvr_b0445_delay_50_jitter_10_plr_5_opus,2.544972,3.17,2.7984169999999997,2.3680000000000003,0.6250280570983886,0.8019999999999996,0.3715830000000002,90.62926451126853,87.976011994003,94.42904047976012
19,jfd3220-20120322-fqc_rb-14_delay_50_jitter_1_plr_3_opus,3.8008196,4.09,4.235997,3.425,0.2891803646087645,0.665,0.14599700000000038,96.18998202096489,91.23847167325428,98.0764558629776
20,ojfl-20080303-qrb_a0505_delay_50_jitter_10_plr_5_opus,3.9493942,2.92,2.6263,1.781,1.0293942260742188,1.139,0.29369999999999985,83.96582202376607,82.25856697819314,95.42523364485982
21,ralfherzog-20080315-en61_en61-02_delay_50_jitter_10_plr_3_evs,3.8703127,3.74,4.578396,3.01,0.13031269073486307,0.7300000000000004,0.8383959999999995,98.20010095670078,89.9171270718232,88.41994475138122
22,LunaTick-20080321-ass_rb-30_delay_50_jitter_10_plr_1_opus,3.098027,3.32,3.06135,2.398,0.2219730091094969,0.9219999999999997,0.2586499999999998,96.74526379604843,86.48093841642229,96.2074780058651
23,atterer-21012007-vf22_vf22-08_delay_300_jitter_10_plr_5_evs,2.6473646,2.13,4.179163,1.695,0.5173646163940431,0.43499999999999983,2.049163,90.81057519726389,92.27353463587922,63.60278863232682
24,robin-20070402-vf20_vf20-13_delay_50_jitter_1_plr_5_evs,3.9858706,3.92,3.01557,1.601,0.06587059974670417,2.319,0.9044300000000001,99.11225606810372,68.7466307277628,87.81091644204852
25,yebbey-20090217-das_a0396_delay_300_jitter_5_plr_1_evs,3.0205336,3.44,0.0,3.655,0.419466438293457,0.21499999999999986,0.0,93.95581501018073,96.90201729106629,0.0
26,mfread-10112006-5_a0041_delay_50_jitter_5_plr_5_evs,3.3384128,3.82,3.5678870000000003,2.9739999999999998,0.4815872383117674,0.8460000000000001,0.2521129999999996,93.42093936732559,88.44262295081967,96.55583333333334
27,jaiger-vf20-20070220_vf20-07_delay_300_jitter_1_plr_5_opus,3.5468647,3.52,2.868127,2.29,0.026864748001098615,1.23,0.6518730000000001,99.61731128203563,82.47863247863248,90.71405982905982
28,stephsphynx-20080829-ezq_rb-12_delay_100_jitter_1_plr_3_evs,4.288395,3.78,1.250052,2.863,0.5083949279785158,0.9169999999999998,2.529948,93.0165531871083,87.40384615384616,65.24796703296704
29,anonymous-20081025-crv_a0070_delay_300_jitter_1_plr_1_evs,3.1415846,3.3,3.795197,4.045,0.15841536521911603,0.7450000000000001,0.4951970000000001,97.67036227618946,89.04411764705883,92.71769117647058
30,royerfa-20080305-tst_test16_delay_100_jitter_5_plr_1_opus,2.9287043,4.19,2.283537,3.9530000000000003,1.2612957382202152,0.2370000000000001,1.9064630000000005,83.59823487359928,96.91807542262679,75.20854356306891
31,farmerjack-20080915-zqg_a0114_delay_300_jitter_10_plr_3_opus,2.8890078,3.51,2.970011,1.605,0.6209921932220457,1.9049999999999998,0.5399889999999998,91.14133818513487,72.82453637660485,92.29687589158345
32,douglaid-20080205_vf5-16_delay_50_jitter_10_plr_1_evs,3.2605202,3.4,4.131687,2.64,0.13947978019714347,0.7599999999999998,0.7316870000000004,97.97855391018632,88.98550724637681,89.39584057971014
33,ralfherzog-20071126-en24_en24-92_delay_300_jitter_10_plr_3_opus,3.2649128,2.93,3.330028,1.858,0.3349128437042235,1.072,0.40002799999999983,94.79140211968549,83.32814930015552,93.77872472783827
34,anonymous-20090717-rti_a0169_delay_300_jitter_1_plr_1_evs,3.0961385,3.9,5.0,3.575,0.8038615226745605,0.32499999999999973,1.1,89.13700645034378,95.60810810810811,85.13513513513513
35,ralfherzog-20071205-en29_en29-64_delay_50_jitter_10_plr_1_opus,2.7505,3.34,3.34921,2.324,0.5895000362396239,1.016,0.00920999999999994,91.38157841754936,85.14619883040936,99.86535087719298
36,tomhannen-20080409_cc-30_delay_50_jitter_10_plr_1_opus,3.631937,2.65,4.606879,2.153,0.9819370269775392,0.4969999999999999,1.9568790000000003,84.03354427678798,91.91869918699187,68.18082926829268
37,ralfherzog-20071207-en32_en32-43_delay_100_jitter_5_plr_1_opus,3.6011915,4.4,5.0,3.0,0.7988084793090824,1.4000000000000004,0.5999999999999996,89.88850026191035,82.27848101265823,92.40506329113924
38,anonymous-20100821-nat_b0347_delay_300_jitter_5_plr_1_opus,4.0658803,4.09,2.563213,3.762,0.024119701385497905,0.32799999999999985,1.5267869999999997,99.6822173730501,95.67852437417655,79.88422924901187
39,anonymous-20120622-eyp_a0398_delay_50_jitter_5_plr_5_opus,4.0819573,3.16,1.507725,2.221,0.9219573402404784,0.9390000000000001,1.6522750000000002,86.15679669308591,85.9009009009009,75.19106606606607
40,douglaid-20080801_vf13-8_delay_100_jitter_1_plr_5_evs,2.9254274,3.75,3.893918,1.71,0.8245725631713867,2.04,0.1439180000000002,88.62658533556709,71.86206896551724,98.01492413793103
41,glenton-20090924-plp_a0496_delay_100_jitter_10_plr_5_opus,3.1602025,3.26,3.548364,1.912,0.09979749679565408,1.3479999999999999,0.28836400000000006,98.52370566870334,80.05917159763314,95.73426035502959
42,unbridledrage-20090106-clj_b0180_delay_50_jitter_1_plr_5_opus,4.095086,3.93,2.62435,3.721,0.165086097717285,0.20900000000000007,1.30565,97.77811443179966,97.1870794078062,82.42732166890983
43,rusty-10132006_a0481_delay_100_jitter_10_plr_5_evs,3.058248,3.16,3.575019,1.9869999999999999,0.10175195693969741,1.1730000000000003,0.415019,98.47219283874328,82.38738738738738,93.76848348348348
44,mariodsantana-20090427-puq_b0092_delay_300_jitter_10_plr_1_opus,3.9400547,3.39,2.8518470000000002,3.48,0.5500546550750731,0.08999999999999986,0.5381529999999999,92.0166232935403,98.69375907111757,92.18936139332367
45,ralfherzog-20080316-en62_en62-87_delay_50_jitter_1_plr_5_opus,3.5198894,3.7,4.138,1.974,0.18011064529418963,1.7260000000000002,0.4379999999999997,97.49846325980292,76.02777777777777,93.91666666666667
46,anonymous-20120922-ydr_a0244_delay_300_jitter_1_plr_3_opus,3.6964202,3.61,3.693236,2.147,0.08642019271850598,1.463,0.08323600000000031,98.78452612210259,79.42334739803094,98.82931082981716
47,tomhannen-20080410-nrf_b0392_delay_300_jitter_10_plr_1_opus,3.9655247,3.07,4.036294,2.655,0.8955246734619142,0.41500000000000004,0.966294,86.36948746633311,93.6834094368341,85.29232876712328
48,yanlongwang-20090706-egd_a0287_delay_300_jitter_10_plr_1_opus,2.8925211,3.16,1.879938,2.001,0.2674788570404054,1.1590000000000003,1.280062,95.98380094533925,82.5975975975976,80.77984984984985
49,jlrice9673-20090625-xai_a0056_delay_300_jitter_5_plr_5_opus,3.9119701,3.37,1.295225,3.3160000000000003,0.5419701385498046,0.053999999999999826,2.074775,92.11106057423865,99.21397379912663,69.79949053857351
50,ralfherzog-20071126-en24_en24-09_delay_300_jitter_5_plr_5_evs,2.6183193,4.23,5.0,2.309,1.6116807270050053,1.9210000000000003,0.7699999999999996,79.15031401028455,75.14877102199223,90.03880983182407
51,wicke-20071121_vf21-19_delay_300_jitter_1_plr_1_opus,3.7627811,3.8,3.938639,4.484,0.03721885681152326,0.6840000000000002,0.13863899999999996,99.49015264641749,90.63013698630137,98.10083561643836
52,anonymous-20111029-htk_b0431_delay_100_jitter_10_plr_1_opus,3.3237371,2.77,3.222904,2.9019999999999997,0.5537371444702148,0.13199999999999967,0.4529040000000002,91.16846659537137,97.89473684210527,92.77665071770335
53,anonymous-20100922-aov_a0135_delay_300_jitter_5_plr_5_evs,4.091499,3.32,1.7766,3.239,0.7714988517761232,0.08099999999999996,1.5433999999999999,88.68770012058471,98.81231671554252,77.36950146627566
54,seanchan-20090715-nlm_b0341_delay_300_jitter_1_plr_3_opus,3.6724796,4.05,5.0,2.772,0.37752037048339826,1.278,0.9500000000000002,94.99973019227286,83.0728476821192,87.41721854304636
55,ralfherzog-20071001-en10_en10-125_delay_50_jitter_10_plr_1_opus,3.4369786,3.26,5.0,2.347,0.1769785785675051,0.9129999999999998,1.7400000000000002,97.3819736898298,86.49408284023669,74.2603550295858
56,anonymous-20150201-bmx_a0026_delay_300_jitter_10_plr_3_opus,3.783292,3.59,2.308766,2.8089999999999997,0.19329205513000502,0.7810000000000001,1.281234,97.27373688110006,88.98448519040903,81.92899858956277
57,spych102-20120324-ijm_b0502_delay_50_jitter_10_plr_1_opus,3.6116362,3.5,4.344841000000001,3.1310000000000002,0.11163616180419922,0.3689999999999998,0.8448410000000006,98.40519768851144,94.72857142857143,87.93084285714285
58,anonymous-20090117-mam_a0290_delay_100_jitter_10_plr_3_opus,3.0795848,3.35,2.031925,2.1919999999999997,0.2704151630401612,1.1580000000000004,1.3180749999999999,96.05233338627502,83.0948905109489,80.75802919708029
59,robin-20070224-vf4_vf04-18_delay_50_jitter_1_plr_3_evs,3.869084,3.98,3.2779269999999996,3.6010000000000004,0.11091611862182615,0.37899999999999956,0.7020730000000004,98.51716418954778,94.93315508021391,90.6139973262032
60,robertburrelldonkin-20070905-vf4_vf4-11_delay_300_jitter_5_plr_3_evs,2.669042,2.88,1.675246,2.0869999999999997,0.21095788955688466,0.7930000000000001,1.2047539999999999,96.69345000694538,87.5705329153605,81.11670846394985
61,anonymous-20100605-txe_b0386_delay_300_jitter_10_plr_5_evs,2.4825613,3.42,1.9446830000000002,2.872,0.9374386501312255,0.548,1.4753169999999998,86.45319869752564,92.08092485549133,78.68039017341042
62,sunjun-20121004-jmk_a0506_delay_100_jitter_5_plr_1_opus,4.0537777,3.36,4.218903,2.821,0.6937776947021486,0.5389999999999997,0.8589030000000002,89.88662252620774,92.14285714285715,87.47954810495627
63,ralfherzog-20071212-en37_en37-05_delay_100_jitter_1_plr_3_evs,2.5919046,4.14,4.924903,2.677,1.5480953598022458,1.4629999999999996,0.7849029999999999,79.7369717303371,80.85078534031413,89.72640052356022
64,douglaid-20080204_vf4-40_delay_300_jitter_10_plr_5_opus,2.8911119,2.84,3.430025,2.119,0.05111185073852553,0.7209999999999996,0.5900250000000002,99.19381938898225,88.62776025236593,90.6936119873817
65,doublesfrogs-20150224-snv_b0384_delay_300_jitter_1_plr_5_evs,4.20634,3.67,5.0,3.2880000000000003,0.5363398361206055,0.3819999999999997,1.33,92.51966755759267,94.67224546722456,81.45048814504881
66,farmerjack-20080827-oaj_a0483_delay_300_jitter_10_plr_3_opus,3.0181978,3.21,2.367693,2.138,0.191802225112915,1.072,0.8423069999999999,97.1415465705974,84.02384500745157,87.44698956780924
67,itricker-20110528-pjs_b0197_delay_300_jitter_5_plr_1_opus,4.0381002,2.76,2.080261,3.639,1.2781002426147463,0.879,0.6797389999999996,79.58306321701683,85.95846645367412,89.14154952076677
68,ralfherzog-20071028-en15_en15-051_delay_300_jitter_5_plr_1_opus,4.338086,4.21,4.480466000000001,3.947,0.12808612823486332,0.2629999999999999,0.27046600000000076,98.33870131991098,96.58884565499352,96.49201037613489
69,anonymous-20110327-zcp_a0143_delay_100_jitter_10_plr_5_evs,3.4425333,3.17,3.279054,2.735,0.27253325462341316,0.43500000000000005,0.10905399999999998,95.91404415856952,93.47826086956522,98.36500749625188
70,Cesy-20110904-nsb_b0002_delay_300_jitter_10_plr_3_opus,3.7776167,3.54,2.532209,2.282,0.23761673927307125,1.258,1.007791,96.62476222623478,82.13068181818181,85.68478693181818
71,anonymous-20091102-qlq_b0252_delay_300_jitter_10_plr_1_evs,2.9243233,3.47,1.0,3.363,0.5456766796112063,0.1070000000000002,2.47,92.17106628965271,98.4648493543759,64.56241032998565
72,anonymous-20130512-vxo_a0591_delay_300_jitter_5_plr_5_evs,3.688443,3.07,2.203839,2.7910000000000004,0.6184429454803468,0.27899999999999947,0.866161,90.58686536559594,95.75342465753425,86.81642313546423
73,laserbeams-20081202-yya_b0230_delay_300_jitter_5_plr_1_evs,3.4987297,4.47,3.2520290000000003,4.388999999999999,0.9712702941894529,0.0810000000000004,1.2179709999999995,87.81342165383371,98.9836888331242,84.71805520702635
74,pkkikibig-20100105-xib_a0267_delay_300_jitter_10_plr_1_evs,3.8900287,3.81,2.568176,3.26,0.08002871513366694,0.5500000000000003,1.2418240000000003,98.90521593524396,92.47606019151847,83.01198358413133
75,corno1979-10102006-NR_cc001_delay_300_jitter_10_plr_5_evs,4.232405,3.27,3.478068,2.477,0.9624051856994629,0.7930000000000001,0.20806799999999992,85.78426609011133,88.28655834564253,96.92661742983752
76,akiplaner-20100215-cot_a0291_delay_300_jitter_1_plr_5_opus,3.135478,3.54,4.246579,3.299,0.40452198028564457,0.2410000000000001,0.7065789999999996,94.25394914366981,96.57670454545455,89.96336647727273
77,bjb-20120317_vf13-23_delay_100_jitter_5_plr_5_evs,3.66783,3.36,4.568746,3.3360000000000003,0.307829990386963,0.023999999999999577,1.208746,95.51268235587517,99.65014577259475,82.37979591836734
78,ts87-20090126-iop_a0171_delay_100_jitter_5_plr_3_opus,3.8168788,3.23,2.4810659999999998,2.582,0.5868787956237793,0.6480000000000001,0.7489340000000002,91.27966128345054,90.37147102526004,88.8717087667162
79,davidjamesmcdermott-20100109-zvn_ar-23_delay_50_jitter_10_plr_1_evs,2.9866273,2.59,1.303113,2.129,0.3966273403167726,0.46099999999999985,1.286887,93.487235791186,92.43021346469622,78.86885057471264
80,aileen-20080831-iqs_a0033_delay_50_jitter_1_plr_5_opus,2.9589365,3.67,5.0,2.616,0.7110635471343993,1.0539999999999998,1.33,90.0827957163961,85.29986052998605,81.45048814504881
81,bjb-20120324_vf16-25_delay_50_jitter_1_plr_3_opus,3.4696388,3.48,3.838607,2.6889999999999996,0.010361175537109357,0.7910000000000004,0.3586070000000001,99.85155908972622,88.66762177650429,94.86236389684814
82,pmahoney-10102006_cc003_delay_50_jitter_1_plr_5_evs,3.2171469,3.16,4.2871,2.319,0.05714687347412095,0.8410000000000002,1.1270999999999995,99.1419388367249,87.37237237237237,83.07657657657658
83,anonymous-20120302-zyn_a0341_delay_100_jitter_10_plr_3_opus,3.6033583,3.2,2.0588330000000004,2.904,0.4033582687377928,0.29600000000000026,1.1411669999999998,93.97972733227175,95.5820895522388,82.9676567164179
84,taslack-20090114-mfh_rp-30_delay_50_jitter_10_plr_1_opus,3.731998,3.49,2.6334560000000002,2.855,0.2419979667663572,0.6350000000000002,0.856544,96.53794038960862,90.91559370529328,87.74615164520745
85,dw96-20110529-xqk_b0076_delay_300_jitter_10_plr_1_evs,3.4066005,3.22,4.334748,2.8939999999999997,0.1866004753112791,0.3260000000000005,1.114748,97.22320721262977,95.14880952380952,83.4114880952381
86,paddy-20080911-txn_b0286_delay_50_jitter_1_plr_3_evs,4.1019144,3.73,4.007747,3.5410000000000004,0.3719144058227539,0.1889999999999996,0.2777470000000002,94.85595565943632,97.38589211618257,96.15840940525588
87,scotsabe-20120910-pwc_a0586_delay_100_jitter_10_plr_1_evs,3.4099696,3.65,4.419159,3.472,0.24003043174743643,0.17799999999999994,0.7691589999999997,96.64293102451138,97.5104895104895,89.24253146853147
88,emiliaserv-20120204-sjh_a0257_delay_100_jitter_10_plr_1_opus,3.6024582,3.91,1.6073520000000001,3.509,0.30754176139831557,0.40100000000000025,2.302648,95.84963884752611,94.58839406207827,68.9251282051282
89,royerfa-20080309_vf10-34_delay_300_jitter_10_plr_1_opus,3.23351,3.4,3.255739,2.524,0.16648998260498038,0.8759999999999999,0.14426099999999975,97.5871017013771,87.30434782608695,97.90926086956522
90,juan-20120518-ary_a0162_delay_50_jitter_10_plr_5_opus,2.983681,3.29,1.0,2.927,0.3063190364837647,0.363,2.29,95.48867398403881,94.65390279823269,66.27393225331369
91,jaiger-11282006_vf01-32_delay_100_jitter_5_plr_5_evs,4.19865,3.74,2.402717,3.012,0.45864988327026346,0.7280000000000002,1.3372830000000002,93.66505686090797,89.94475138121547,81.5292403314917
92,AlexanderHenningDrachmann-20140108-vul_b0002_delay_100_jitter_5_plr_3_evs,2.826598,3.19,3.5319160000000003,2.311,0.36340207099914545,0.879,0.34191600000000033,94.56798100150755,86.8609865470852,94.88914798206278
93,anonymous-20110203-grf_rp-10_delay_100_jitter_10_plr_5_evs,3.8526065,2.93,1.583015,2.083,0.9226065349578856,0.847,1.346985,85.65153133813553,86.82737169517885,79.05155520995334
94,anonymous-20091226-euf_b0505_delay_300_jitter_1_plr_1_opus,3.2950597,4.05,3.3864089999999996,4.237,0.7549403190612791,0.18700000000000028,0.6635910000000003,90.00079047600954,97.52317880794702,91.21071523178807
95,robin-20070217-vf3_vf3-35_delay_50_jitter_5_plr_5_opus,3.6802866,3.89,3.917032,3.255,0.2097133541107179,0.6350000000000002,0.027031999999999723,97.16220089160058,91.40730717185386,99.63420838971584
96,soulphox-20100203-mmg_a0324_delay_100_jitter_5_plr_5_opus,3.863325,3.99,2.659493,2.33,0.12667488098144553,1.6600000000000001,1.3305070000000003,98.3087465823572,77.83711615487316,82.23622162883845
97,bonzer-20090919-oxm_b0453_delay_100_jitter_10_plr_3_opus,3.7991312,3.12,4.195347,1.459,0.679131155014038,1.661,1.0753469999999998,89.7412212233529,74.90936555891238,83.75608761329306
98,rusty-10132006_a0493_delay_50_jitter_1_plr_5_opus,3.6558924,4.28,5.0,4.118,0.6241076278686526,0.16199999999999992,0.7199999999999998,91.97805105567285,97.91773778920309,90.74550128534705
99,SohumB-20100821-pkj_a0016_delay_300_jitter_1_plr_3_opus,3.7409563,3.82,2.66895,3.681,0.07904369354248031,0.1389999999999998,1.1510499999999997,98.92016812100437,98.10109289617486,84.27527322404372
100,anonymous-20080713-hdg_b0214_delay_100_jitter_10_plr_3_evs,3.6269343,3.04,4.321905999999999,2.3680000000000003,0.5869342899322509,0.6719999999999997,1.2819059999999993,91.02546957290136,89.72477064220183,80.39899082568809
101,bugsysservant-20091103-uhs_b0111_delay_100_jitter_10_plr_5_evs,2.7688959,3.09,3.8412029999999997,2.344,0.3211041355133055,0.746,0.7512029999999998,95.12740310298474,88.67981790591806,88.60086494688923
102,robertburrelldonkin-20070905-vf5_vf5-28_delay_300_jitter_10_plr_3_evs,3.5519874,2.29,2.141179,1.975,1.2619874095916748,0.31499999999999995,0.14882099999999987,78.20401710549784,94.55958549222798,97.42968911917099
103,anonymous-20100111-mre_a0411_delay_100_jitter_5_plr_5_opus,3.0604942,3.4,3.269699,1.973,0.33950581550598136,1.4269999999999998,0.13030099999999978,95.07962586223215,79.31884057971016,98.11157971014494
104,pcsnpny-20150205-xfb_b0023_delay_50_jitter_1_plr_3_opus,3.6058812,4.35,5.0,2.877,0.7441187858581539,1.4729999999999999,0.6500000000000004,90.5207797979853,81.23566878980893,91.71974522292993
105,ralfherzog-20071126-en22_en22-30_delay_100_jitter_1_plr_1_evs,3.1468031,4.44,4.471945,3.486,1.2931968593597416,0.9540000000000002,0.031944999999999446,83.71288590227026,87.98488664987406,99.59767002518892
106,anonymous-20110520-mbm_a0261_delay_100_jitter_10_plr_1_evs,3.763347,2.71,1.285374,2.544,1.0533469104766846,0.16599999999999993,1.424626,83.03789194079413,97.3268921095008,77.05916264090177
107,k-20090202-svq_b0175_delay_300_jitter_5_plr_3_evs,3.7106647,3.76,3.3267349999999998,2.396,0.049335250854491974,1.3639999999999999,0.433265,99.32045109015851,81.21212121212122,94.03216253443526
108,anonymous-20110406-xft_b0534_delay_300_jitter_1_plr_1_opus,3.370398,4.4,5.0,3.637,1.0296019554138187,0.7630000000000003,0.5999999999999996,86.96706385552127,90.34177215189874,92.40506329113924
109,trimbak-20100315-yia_b0301_delay_100_jitter_5_plr_3_evs,3.1156373,3.24,2.424328,3.0210000000000004,0.12436269760131857,0.21899999999999986,0.8156720000000002,98.1548561186748,96.75074183976261,87.89804154302671
110,bugsysservant-20091103-cob_b0082_delay_100_jitter_10_plr_1_opus,4.021685,2.77,5.0,2.024,1.2516851234436035,0.746,2.23,80.03691988128224,88.10207336523126,64.43381180223285
111,BruceCouper-20080305-yre_a0287_delay_300_jitter_10_plr_5_opus,3.3396745,3.15,2.7258259999999996,2.989,0.18967447280883798,0.16100000000000003,0.4241740000000003,97.1477522885889,97.57894736842105,93.62144360902255
112,hh00010-20130517-apc_a0319_delay_100_jitter_10_plr_5_evs,3.486926,2.93,1.904714,1.767,0.5569260787963866,1.1630000000000003,1.0252860000000001,91.33863018979181,81.91290824261274,84.0546500777605
113,d1-20111214-eip_rb-23_delay_100_jitter_10_plr_3_opus,3.195578,3.11,1.945107,2.637,0.08557809829711926,0.47299999999999986,1.164893,98.70532377765326,92.84417549167928,82.37680786686838
114,Luca-20091217-zis_rp-14_delay_300_jitter_5_plr_5_opus,3.855881,3.42,3.554215,3.074,0.4358809757232667,0.3460000000000001,0.1342150000000002,93.70114196931695,95.0,98.06047687861272
115,anonymous-20131204-meo_a0187_delay_300_jitter_1_plr_5_opus,3.005435,3.3,4.221576,2.165,0.2945650100708006,1.1349999999999998,0.921576,95.66816161660587,83.30882352941177,86.44741176470589
116,anonymous-20101029-tkv_b0480_delay_50_jitter_5_plr_1_evs,2.6171787,3.83,2.853359,3.239,1.2128213214874268,0.5910000000000002,0.9766409999999999,83.45400652813879,91.93724420190996,86.67611186903139
117,SteliosKoroneos-20090926-xos_a0131_delay_100_jitter_5_plr_1_opus,2.7976131,3.82,1.8747349999999998,3.7910000000000004,1.0223868560791014,0.02899999999999947,1.945265,86.03296644700681,99.60382513661203,73.42534153005465
118,mahasamoot-20070719-ar_ar-09_delay_100_jitter_5_plr_1_evs,3.8932421,3.35,3.323704,4.13,0.5432421207427978,0.7799999999999998,0.026295999999999875,92.06945809134602,88.61313868613139,99.61611678832116
119,anonymous-20090914-fee_a0094_delay_100_jitter_1_plr_1_evs,4.069995,3.39,2.660524,2.935,0.6799949264526366,0.45500000000000007,0.729476,90.13069772927959,93.39622641509433,89.41253991291727
120,anonymous-20160425-nra_e0447_delay_50_jitter_1_plr_5_opus,4.0729012,1.67,2.494679,3.498,2.402901248931885,1.8280000000000003,0.8246790000000002,53.52221955644323,64.642166344294,84.04876208897485
121,bhart-20100106-pvf_a0059_delay_100_jitter_5_plr_3_evs,2.8788116,3.8,4.220244,3.076,0.9211884021759031,0.7239999999999998,0.4202440000000003,87.38098079211092,90.08219178082192,94.24323287671233
122,farmerjack-20080917-dek_b0429_delay_50_jitter_10_plr_3_opus,3.2964172,2.86,2.893015,2.231,0.4364172363281251,0.629,0.03301500000000024,93.1380937684257,90.11006289308176,99.48089622641508
123,atterer-01202007-b_vf21-14_delay_100_jitter_10_plr_5_opus,3.8467133,2.94,3.379857,2.327,0.9067133045196534,0.613,0.43985699999999994,85.92060086149607,90.48136645962732,93.16992236024845
124,anonymous-20081209-vqq_b0228_delay_50_jitter_5_plr_5_opus,2.9609058,3.22,4.738467,1.903,0.2590942096710207,1.3170000000000002,1.5184669999999998,96.14443140370506,80.40178571428572,77.4037648809524
125,k-20090202-bzc_b0235_delay_300_jitter_5_plr_3_opus,3.2457652,4.02,4.569349,3.6639999999999997,0.7742347908020015,0.35599999999999987,0.5493490000000003,89.70432459039891,95.26595744680851,92.69482712765956
126,jlam-20120411-vlr_a0420_delay_300_jitter_10_plr_5_opus,3.685955,3.08,4.295417,1.8330000000000002,0.6059550476074218,1.2469999999999999,1.2154169999999995,90.79095672329146,81.04863221884499,81.5286170212766
127,tb-20110210-gnr_b0438_delay_300_jitter_5_plr_5_opus,3.2290215,3.02,1.4436579999999999,2.892,0.2090215492248535,0.1280000000000001,1.5763420000000001,96.79414801802372,98.03680981595092,75.82297546012269
128,amolmg-01202009_sample15_delay_300_jitter_10_plr_1_opus,3.424953,3.41,3.5184349999999998,2.878,0.01495298385620103,0.532,0.10843499999999962,99.78360370685671,92.30101302460203,98.43075253256151
